"","lat","lon","time_utc","value","name","variable","threshold","tmz_offset","time_lst"
"98",4.375,40.875,1970-01-01 00:00:00,0.887489020824432,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"99",4.375,41.125,1970-01-01 00:00:00,0.998554050922394,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"100",4.375,41.375,1970-01-01 00:00:00,0.965851724147797,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"101",4.375,41.625,1970-01-01 00:00:00,0.997128069400787,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"102",4.375,41.875,1970-01-01 00:00:00,0.985113739967346,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"103",4.125,33.625,1970-01-01 00:00:00,0.792547047138214,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"104",4.125,33.875,1970-01-01 00:00:00,0.829366087913513,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"105",4.125,34.125,1970-01-01 00:00:00,0.820490837097168,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"106",4.125,34.375,1970-01-01 00:00:00,0.814560234546661,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"107",4.125,34.625,1970-01-01 00:00:00,0.80302882194519,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"108",4.125,34.875,1970-01-01 00:00:00,0.708895862102509,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"109",4.125,35.125,1970-01-01 00:00:00,0.795921981334686,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"110",4.125,35.375,1970-01-01 00:00:00,0.88880068063736,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"111",4.125,35.625,1970-01-01 00:00:00,0.928425133228302,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"112",4.125,35.875,1970-01-01 00:00:00,1.01691210269928,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"113",4.125,36.125,1970-01-01 00:00:00,0.927056968212128,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"114",4.125,36.375,1970-01-01 00:00:00,0.887384414672852,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"115",4.125,36.625,1970-01-01 00:00:00,0.882201015949249,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"116",4.125,36.875,1970-01-01 00:00:00,0.806122183799744,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"117",4.125,37.125,1970-01-01 00:00:00,0.794710099697113,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"118",4.125,37.375,1970-01-01 00:00:00,0.752727746963501,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"119",4.125,37.625,1970-01-01 00:00:00,0.760915875434875,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"120",4.125,37.875,1970-01-01 00:00:00,0.709874510765076,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"121",4.125,38.125,1970-01-01 00:00:00,0.7099289894104,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"122",4.125,38.375,1970-01-01 00:00:00,0.758180737495422,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"123",4.125,38.625,1970-01-01 00:00:00,0.845476627349854,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"124",4.125,38.875,1970-01-01 00:00:00,0.883272409439087,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"125",4.125,39.125,1970-01-01 00:00:00,0.881281793117523,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"126",4.125,39.375,1970-01-01 00:00:00,0.918363451957703,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"127",4.125,39.625,1970-01-01 00:00:00,1.02380979061127,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"128",4.125,39.875,1970-01-01 00:00:00,0.991963565349579,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"129",4.125,40.125,1970-01-01 00:00:00,0.905160188674927,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"130",4.125,40.375,1970-01-01 00:00:00,0.944293916225433,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"131",4.125,40.625,1970-01-01 00:00:00,1.06963074207306,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"132",4.125,40.875,1970-01-01 00:00:00,1.11740720272064,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"133",4.125,41.125,1970-01-01 00:00:00,1.21595764160156,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"134",4.125,41.375,1970-01-01 00:00:00,1.17657315731049,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"135",4.125,41.625,1970-01-01 00:00:00,1.01059794425964,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"136",4.125,41.875,1970-01-01 00:00:00,1.11055207252502,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"137",3.875,33.625,1970-01-01 00:00:00,0.758224904537201,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"138",3.875,33.875,1970-01-01 00:00:00,0.653609335422516,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"139",3.875,34.125,1970-01-01 00:00:00,0.742696106433868,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"140",3.875,34.375,1970-01-01 00:00:00,0.881845533847809,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"141",3.875,34.625,1970-01-01 00:00:00,0.884810507297516,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"142",3.875,34.875,1970-01-01 00:00:00,0.833621859550476,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"143",3.875,35.125,1970-01-01 00:00:00,0.833554744720459,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"144",3.875,35.375,1970-01-01 00:00:00,0.864945232868195,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"145",3.875,35.625,1970-01-01 00:00:00,1.04880344867706,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"146",3.875,35.875,1970-01-01 00:00:00,0.993219375610352,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"147",3.875,36.125,1970-01-01 00:00:00,0.904651522636414,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"148",3.875,36.375,1970-01-01 00:00:00,0.833706676959991,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"149",3.875,36.625,1970-01-01 00:00:00,0.772042632102966,"imerg","intensity","0.1",2,1970-01-01 02:00:00
